,smiles
627,FC1=C(N=C2N=CC(=C(O)C2=C1C)C(=O)O)N3CC(NC(=O)C)CC3
629,S1N=C(N)C=2C(C=3C=CC(NC(=O)NC4=CC(=CC(=C4)C)C)=CC3)=CC=CC12
630,C1(CCN(CC1)C2=NC=NC=3NC=CC23)(C(N4CCC5=C(C4)C=CC=C5)=O)N
631,C(C1(CCN(C2=NC=NC3=C2NC(=N3)O)CC1)N)C=4C=CC(=CC4)C(C)(C)C
633,C=1(C2=NC3=C(C#CC(O)(C)C)N=C(C=C3N2CC)OC[C@H](N)C)C(N)=NON1
634,C=1(C2=NC3=C(C#CC(O)(C)C)N=C(C=C3N2CC)OC[C@@H](N)C)C(N)=NON1
635,FC1=CC=C(C=2N=C3OC=CN3C2C=4N=C(N=CC4)NCC(CN(C)C)(C)C)C=C1
636,O=C(N)C1=C2N=C(NC2=CC=C1)C3=NC(NCCCN(CC)CC)=CC=C3
637,O1C(C2=NC=3C(N=C2C=4OC=CC4)=CC=C(NC(=O)N(CC)CC)C3)=CC=C1
638,C1=CN=C2C=CC(C=3C=CC(=CC3)NC(NC4=CC=CC(=C4)C)=O)=C(C2=N1)N
639,S(=NC1=C(C=C2C(OCCCCCOC=3N=C(NC(=O)N2)C=NC3C#N)=C1)Cl)(C)(O)=O
640,O=C(NC=1NN=C2C1C=C(C=3N=NN(C3)CC4=CC=CC=C4)C=C2)CN(C)C
641,C1(Br)=C(C=2C=3C=CNC3N=CC2)SC(C(NC(CN)CC4=CC=CC=C4)=O)=C1
642,O=C(N(CCOC)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4
643,N1=CN=C(C=2SC=CC21)NCCC=3SC(=NC3)NC(NC4=CC(=CC=C4)Cl)=O
644,S1N=C(O)C2=C1N(C3=C(C2=O)C=C(F)C(NCC4=CC=CC=C4)=C3F)C5CC5
645,C1(NC(N)=O)=CC=C2NC(/C(/C2=C1)=C\C=3NC=C(C3C)C(O)=O)=O
646,O(C1=NC(N2CCOCC2)=CC(=N1)NN=CC3=CC(=CC=C3)C)CCC4=NC=CC=C4
647,NC1=NC=NC=2N(C3CCCC3)C=C(C12)C4=CC=C(C=C4)OC5=CC=CC=C5
648,O(C1=CC(C=2C=C3C(NN=C3C)=CC2)=CN=C1)CC(CC4=CC=CC=C4)CN
649,N1=C(NC2=CC3=C(C=C2)NN=C3)N=C(NC=4C=CC=CC4C(O)=O)C=C1
650,O=C(NC1=CC=CC=C1)C2=NNC3=C2C=C(C=4C=C(OC)C(O)=CC4)C=C3
651,OS(O)(=NC=1C(=C(C=CC1)NC2=CC=C3C(=C2)C(N(C=N3)C)=O)C#N)=CCC
652,C1(Cl)=CC2=C(OCCCCOC=3N=C(C=NC3C#N)NC(N2)=O)C=C1NCC4=CN=CS4
653,CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N
654,O(CCCCN)C=1C=C2C(=C(N1)C#CC(O)(C)C)N=C(N2CC)C=3C(N)=NON3
655,O1C2=NC=NC(N)=C2C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1
656,C=1C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)F
657,ClC1=CC=2N(C=3N=C(N=C(N)C3C(=O)C2C=C1)N)C4=C(C=C(O)C=C4)C
658,S(=O)(=O)(N(C)C)C=1C(C=2C=C3NC=4C(NC(=O)C3=CC2)=CC=CC4)=CC=CC1
659,C1=C(C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)C=CC=C1
660,O1C2=NC=NC(N)=C2C(C3=CC=C(NC(=O)NC=4C(=CC=CC4)C)C=C3)=C1
661,NC(=O)C=1C(=NSC1NC(=O)NCCCCN2CCCC2)OCC=3C(F)=CC(Br)=CC3F
662,C=1C=2N=CN(C2C=CC1)C=3SC(C(N)=O)=C(OCC4=CC=CC=C4C(F)(F)F)C3
663,ClC1=CC=C(C2(CCNCC2)C=3C=CC(=CC3)C=4N=CN=C5N=CNC45)C=C1
664,S(=O)(=O)(N)C1=CC=C(CNC(=O)C2=NC(OCC)=C(C(N)=C2)C#N)C=C1
665,C1(CCN(CC1)C=2C=CN=C3C2C=CN3)(CC4=CC=C(C=C4)C(C)(C)C)N
666,C1(CCN(CC1)C2=NC=NC3=C2C=CN3)(C(NCC4=CC=C(C=C4)F)=O)N
667,C1=C(N)C(=C(OCC)N=C1NC(CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)=O)Cl
668,N1=CN=C2ON=C(C2=C1N)C3=CC=C(C=C3)NC(=O)NC4=CC(=CC=C4)C
669,BrC=1SC=2N=CN=C(N)C2C1C=3C=CC(NC(=O)CC=4C=C(Cl)C=CC4)=CC3
670,FC1=CC=C(C=2N(N=NC2C3=CC=4C(=NNC4N)C=C3)CC5=CC=CC=C5)C=C1
671,C=12C(=C(O)NC1)C=CC=C2C=3C=CC(N=C(NC4=CC(C)=C(C=C4)C)O)=CC3
672,S1N=CC2=C(C3=CC=C(NC(=O)NC4=CC(=CC(=C4)C)C)C=C3)C=CC=C12
673,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(O)=CC4)=CC=C(N(=O)=O)C2
674,O1C2=NC=NC(N)=C2C(C3=CC=C(NC(=O)NC4=CC=C(C=C4)C)C=C3)=C1
676,BrC1=CC(NC(=O)NC2=CC=C(C=3C4=C(NN=C4N)C(=CC3)C)C=C2)=CC=C1
677,S1C2=C(C(C3=CC4=C(NC(=C4)C)C(F)=C3)=C1)C(=NC=C2C=CC(=O)NC)N
678,O(C=1N=C(C=C(N)C1C#N)C(=O)NCC=2C(OC)=CC=C(OC)C2)C(C)C
679,C=1C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)C
680,FC(F)(F)C=1C(CN2N=NC(C=3C=C4C(NN=C4)=CC3)=C2)=CC=C(C1)C(F)(F)F
681,C=1C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)Cl
682,S1C2=NNC(=C2C=C1C(=O)NCC3=CC=C(N(C)C)C=C3)C4=CC=CC=C4
683,FC=1C(NC(=O)NC2=CC=C(C=3C(N)=C4N=CC=NC4=CC3)C=C2)=CC(=CC1)C
684,ClC1=CC(=C(NC(=S)NNC(=O)C(O)(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)C
685,BrC=1C(=NC(NC=2C=C(S(=O)(=O)N)C=CC2)=NC1)NC=3C=CC(OCC#N)=CC3
686,O1N=C(N2N=NC(=C2C3=CC=CC=C3)C(=O)NN=C(C=4OC=CC4)C)C(=N1)N
688,N=1NC(=C2C1C=3C(C2)=CC=C(C3)C#CCN(CC)CC)C4=CN=C(C=C4)C#N
689,O1N=C(N2N=NC(=C2C3=CC=CC=C3)C(=O)NN=CC4=CC=NC=C4)C(=N1)N
690,ClC=1C(CN=C2C(N(C3=CC4=C(NN=C4)C=C3)C)C(=O)C2=O)=CC=C(Cl)C1
691,C1(CCN(CC1)C2=NC=NC=3NC=CC23)(C(N(CC4=CC=C(C=C4)Cl)C)=O)N
692,C1(CCN(CC1)C2=NC=NC=3NC=CC23)(CC4=CC=C(C=C4)OC(F)(F)F)N
693,N1=CN(C2=NC(=NC(=C12)NCC=3C=CC(=CC3)OC)N(CCO)CCO)C(C)C
694,N1(CCC(N)(CC2=CC=C(C=C2)C(C)(C)C)CC1)C3=NC=NC=4NC=CC34
695,C1(NC(N)=O)=CC=C2NC(/C(/C2=C1)=C\C=3NC=C(C3)C4=CC=CC=C4)=O
696,C=1C(NC(=O)NC2=CC(=CC=C2)C)=CC=C(C3=C4C(=CC=C3)NN=C4N)C1
697,C1(CCN(CC1)C2=NC=NC=3NC=CC23)(C(N4C(CCC4)C5=CC=CC=C5)=O)N
698,C1(=CC=C2C(=C1)C=NN2)C3=C(N=CN3CCN4CCOCC4)C5=CC=C(C=C5)F
699,C1(CCN(CC1)C2=NC=NC=3NC=CC23)(CC4=C(C=CC=C4)OC(F)(F)F)N
700,O=C(NC=1NN=C2C1C=C(C=3N=NN(C3)CC4=CC=CC=C4)C=C2)C5=CC=CC=C5
701,C1(CCN(CC1)C2=NC=NC3=C2C=CN3)(C(NCC4=CC=CC=C4Cl)=O)N
702,S1C=2N(C=3C(C(=O)C2C(=O)O)=CC(F)=C(N4CC(N)CC4)C3)C(C1)C
703,C=1C(=CC=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)Cl
704,C1(CCN(CC1)C2=NC=NC=3NC=CC23)(C(NCC4=CC=C(C=C4F)F)=O)N
705,O=C(NC=1CC=2C3=C(N=CC3=CN=NC2O)C1)C4C(C4)C5=CC=CC=C5
706,O=C(N(C(C)C)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4
707,C1=C(C(C#N)=C(N=C1NC(=O)CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)OCC)N
708,O=C1C(NC=2C=C3C(NN=C3)=CC2)C(=NCC4=CC(NC(=O)C)=CC=C4)C1=O
709,FC1=C(C2=CC(OC)=C(C(=O)NC(C3=CC(OC)=CC=C3)C)C=C2)C=CN=C1
710,O=C(NC1=C(OC)C=CC(OC)=C1)C2=C3N(N=C2)C(C4=CC=CC=C4)=CC=N3
711,FC(F)(F)C1=CC(CC(N)COC2=CC(C=3N=CC4=NNC(=C4C3)C)=CN=C2)=CC=C1
712,C1(=CC=C2C(=C1)C3=C(C2)C(C=4C=CC(=NC4)C#N)=NN3)OCCCCN5CCOCC5
713,O=C1NCC=2C(C=3C(=CC(NC(=O)NC4=CC(=CC(=C4)C)C)=CC3)C)=CC=CC21
714,C1=CC2=C(N=C(N2CCN3CCOCC3)NC(=O)C=4C=CC=C(C4)N(=O)=O)C=C1
715,FC1=CC=C(C=2N=C3N(C2C=4N=C(N=CC4)NCC(CO)(C)C)C=CN=C3)C=C1
716,ClC=1C(OCCCC=2C3=C(NC2C(=O)O)C(C(=C(C)C)C)=CC=C3)=CC=CC1Cl
717,C=1(C=C(N(=O)=O)C=CC1)C=2OC(=CC2)/C=N\N/C(=N/N(=O)=O)/N
718,C(=O)(NC1=CC=C(C2=NSC3=NC=NC(=C32)N)C=C1)NC4=CC(=CC=C4F)C
719,N1(C=2C(C3=C1C4=C(C=5C3=C(NC5)O)C6=C(N4CCC#N)C=CC=C6)=CC=CC2)C
720,O=C(N1CC=C(C=2C3=C(NC2)N=CC=C3)CC1)NC(C4=CC=CC=C4)CO
721,O=C(NC=1C=C(C=NC1)C=CC2=CC=NC=C2)C(N)CC=3C=4C(NC3)=CC=CC4
722,S1C2=NC(=NC(N)=C2C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)N
723,S(C=1C=C2NN=C(C2=CC1)C=CC3=NC=CC=C3)C=4C(C(=O)NC)=CC=CC4
724,C=1C(C=2C3=C(SC2)C=CN=C3N)=CC=C(NC(NC=4C=C(C=CC4)F)=O)C1
725,C1(CCN(CC1)C2=NC=NC3=C2C=CN3)(CNC(C=4C=CC(=CC4)Cl)=O)N
726,C=1C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)Br
727,ClC=1C=C2C(=C(C3=NNC(C3)C4=CC=CC=C4)C(O)=NC2=CC1)C5=CC=CC=C5
728,FC=1C(C=2N=C3N(C2C4=NN5C(=NN=C5C=C4)C(CO)(C)C)CCC3)=CC=C(F)C1
729,C1(CCN(CC1)C2=NC=NC=3NC(=NC23)O)(C(NCC4=CC=C(C=C4)Cl)=O)N
730,C=1C(C=2C3=C(SC2)C=CN=C3N)=CC=C(NC(NC=4C=C(C=CC4)Cl)=O)C1
731,C=1(N=CC(=CC1)C2=CN=C3C(=N2)N(CC(N3)=O)CC4CCOCC4)C(O)(C)C
732,C1(CCN(CC1)C2=NC=NC=3NC=CC23)(C(NCC4=CC=C(C=C4Cl)F)=O)N
733,FC1=CC=C(C=2N=C3N(C2C4=NC(=NC=C4)NCC(CO)(C)C)C=CN=C3C)C=C1
734,C1COCCN1CCCOC2=C(C=C3C(=C2)C(=NC=N3)NC4=CC(Cl)=C(F)C=C4)OC
735,FC1=CC=C(C=2N=C3OC=CN3C2C=4N=C(N=CC4)NC(C5=CC=CC=C5)C)C=C1
736,FC=1C(C=2N=C3N(C2C4=NC(=NC=C4)NCC(O)(C)C)C=CN=C3C)=CC=C(F)C1
737,C1(CCN(CC1)C=2C=CN=C3C2C=CN3)(C(NCC4=CC=C(C=C4)Cl)=O)N
738,C1(=C(C=2C3=C(N=CC2)NC=C3)SC(=C1)C(NC(CN)C=4C=CC=CC4)=O)Br
739,C1(NC(N)=O)=CC=C2NC(/C(/C2=C1)=C\C=3NC=C(C3)C4=CN=CC=C4)=O
740,N1(CCC(N)(CC1)C(=O)NCC=2C=CC(Cl)=CC2)C=3N=CN=C4NC=CC34
741,S1C2=C(C(C=3C=C4N=C(SC4=CC3)C)=C1)C(=NC=C2C=CC(=O)NC)N
742,O=C(NC1=CC=C(C=2C=C(C=CC2)C(=O)N)C=C1)NC3=CC(=CC=C3)C
743,C1(CCN(CC1)C2=NC=NC3=C2C=CN3)(C(NCC4=CC=CC(=C4)Cl)=O)N
744,C=1N=C(N2CCN(CC2)C3=NC=C(C=N3)CC4=CC=CC=C4)C5=C(N1)C=CC=C5
745,O=C(NC(C1=CC=CN=C1)C)C2(N)CCN(CC2)C3=NC=NC=4NC=CC34
746,FC1=C(C2=NN=C3NN=C(NC(=O)CCCN4CCN(CC4)CC)C3=C2)C=CC=C1F
747,C1=CC=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)C
748,N1=C(NC2=CC3=C(C=C2)C=NN3)N=C(NC=4C=CC=CC4C(O)=O)C=C1
749,C1CCOC=2N=C(C=NC2C#N)NC(NC=3C=C(C(=CC3OCC1)OCC(CO)O)Cl)=O
750,C1(CCN(C=2C=CN=C3NN=CC23)CC1)(CC4=CC=C(C=C4)C(C)(C)C)N
751,C1CCC(C(=O)N(C2=CC=C3C(N=C(N3C)NC(C=4C=CC(=CC4)C#N)=O)=C2)C)CC1
752,S1C=2N(C(C=3C=C4N(C(=NC4=C(F)C3)N)CC(C)C)=C(N2)C5=CC=C(F)C=C5)C=C1
753,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(C3=C4C(NN=C4C)=CC=C3)C=C2)=CC=C1
754,N1=C(C=2C(=CC=C(C=3C=C(C=NC3)OC[C@H](CC=4C=CC=CC4)N)C2)N1)C
755,C12=C(C(=O)NC1)C=CC=C2C=3C=C(C)C(NC(NC4=CC(C)=CC=C4)=O)=CC3
756,ClC1=CC=C(C(NC(=O)C2(N)CCN(CC2)C3=NC=NC=4NC=CC34)C5CC5)C=C1
757,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(C3=C(N)C4=NC=CN=C4C=C3)C=C2)=CC=C1
758,S1C2=NC=NC(N)=C2C(C3=CC=C(NC(=O)NC4=CC(=C(C=C4)C)C)C=C3)=C1
759,S1C2=C(C(C3=CC=C(NC(=O)NC=4C(F)=CC=CC4)C=C3)=C1)C(=NC=C2C5=COC=C5)N
760,C(C=1C=CC(=CC1)NC2=NC(=NC=C2F)NC=3C=CC(=CC3)O)(=O)NC=4C(=CC=CC4)Cl
761,N1(C=2C(=CC=C(C2)C3=CC=NC=C3)C(C(=C1)C(=O)N)=O)C4=C(C=C(C=C4)O)Cl
762,S(=O)(=O)(N1C=2C(N=C1N)=CC=C(C=3N4C(SC=C4)=NC3C5=CC=C(F)C=C5)C2)C(C)C
763,S1C2=C(C=3C1=NC=NC3N)C4=C(CC2)C=C(NC(=O)NC=5C(=CC=CC5)C)C=C4
764,FC1=CC=C(C=2N=C3N(C2C4=NC(=NC=C4)NCC(CO)(C)C)C=CN=C3OCC(C)C)C=C1
765,C1(Br)=C(C2=C3C=CNC3=NC=C2)SC(C(N[C@H](CN)CC4=CC=NC=C4)=O)=C1
766,ClC1=CC(C=2N=C(ON2)C3=CC=C(NC4CC(CC4)C(O)=O)C=C3)=CC=C1OC(C)C
767,N1(CCN(C2=C(C(=CC(Cl)=C2)NCCN(C)C)C)CC1)C=3C=4C(=NNC4CC)N=CN3
768,FC1=C(C=C(NC(=O)NC=2C=CC(C=3C4=C(ON=C4N)C(OC)=CC3)=CC2)C=C1)C
769,S1C2=C(C(C3=CC=C(NC(=O)NC=4C(C(F)(F)F)=CC=CC4)C=C3)=C1)C(=NC=C2)N
770,BrC1=CC=C(C=2C3=C(SC2)C(=CN=C3N)C=CC(=O)NCCCN4C=NC=C4)C=C1
771,C1=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)C(N)=O)Cl
772,BrC1=CC(N2N=C(C(C=C3C(=O)N4C(=NC=5C4=CC=CC5)C(=C3C)C#N)=C2O)C)=CC=C1
773,O=N(=O)C=1C=C(C=CC1)C(NC=2N(C=3C(N2)=CC(OC(C(C)(C)C)=O)=CC3)CCCO)=O
774,O=C\1NC2=C(/C1=C/C=3NC=C(C3)C=4C=C(C=CC4)C)C=C(NC(=O)N)C=C2
775,O=C(C=1SC(=CC1)C=2C=CN=C(N2)NC)N[C@H](CN)CC=3C=CC(Cl)=CC3Cl
776,C1(=CC=C(C=C1)C2=CN=C3C(=N2)N(C(=N3)O)CCC4CCOCC4)C=5NN=CN5
777,FC=1C(C=2N=C3N(C2C4=NC(=NC=C4)NCC5(O)CC5)C=CN=C3C)=CC=C(F)C1
778,ClC1=CC=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CN)C=C1
779,N=1C=C(N(=O)=O)C(NC2=CC=CC=C2C(N)=O)=NC1NC=3C=C(C(=C(C3)OC)OC)OC
780,C1(Br)=C(C=2C=3C=CNC3N=CC2)SC(C(N[C@H](CN)CC4=CC=CC=C4)=O)=C1
781,C1(Br)=C(C=2C=3C=CNC3N=CC2)SC(C(N[C@@H](CN)CC4=CC=CC=C4)=O)=C1
782,C1(CCN(C2=NC=NC=3NC=CC23)CC1)(C(NCC4=CC=C(C=C4)C(C)(C)C)=O)N
783,C1(=CN=C2C(=C1)N=C(N2C3=CC=C(C=C3)CNC(C=4C=CC=CC4)=O)C=5C=CC=NC5N)Br
784,FC=1C=C(C=2C=C(NC2)/C=C\3/C4=C(NC3=O)C=CC(NC(=O)N)=C4)C=CC1
786,N=1C(=C2C(NCCC(C3=CC=C(NC(NC4=CC=CC(=C4)C(F)(F)F)=O)C=C3)=N2)=NC1)N
787,O1N=C(N2N=NC(=C2C(=O)NN=C(C3=C(O)C=C(O)C=C3)C)COC)C(=N1)N
788,C1=NC=C(C2=CC=C(C=C2)NC(=O)NC3=CC=CC(=C3)C)C=4C(=NN(C41)C)N
790,S1C2=C3C(C(=O)NC3=CC=C2N=C1)=CNC4=CC=C(S(=O)(=O)NC=5N=CC=CC5)C=C4
791,FC=1C(C=2N=C3N(C2C4=NC(=NC=C4)NCC(C(=O)O)(C)C)C=CN=C3C)=CC=C(F)C1
792,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(C=3C=C4NN=C(N)C4=CC3)C=C2)=CC=C1
793,S1C=2N(C(=N)C(C(C2C(=O)N)C=3SC=CC3)C(OCC)=O)C(=O)C1=CC=4SC=CC4
794,C1(CCN(C2=NC=NC=3NC=CC23)CC1)(C(NCC4=CC=C(C=C4)C(F)(F)F)=O)N
795,C1=CC=C(C=2C(=NOC21)N)C3=CC=C(C=C3)NC(NC4=CC=C(C(=C4)Cl)OC)=O
796,C1(Br)=C(C=2C=3C=CNC3N=CC2)SC(C(N[C@H](CN)CC4CCCCC4)=O)=C1
797,N1(CCN(C2=C(C(NCCN(C)C)=CC(Cl)=C2)C)CC1)C=3C4=C(NN=C4C(F)(F)F)N=CN3
798,C1=C(C(C#N)=C(N=C1NC(CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)=O)OC(C)C)N
799,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C5=COC=C5)N
800,FC1=C2OCCC(N3C4=NC(N5C=6C(N=C5)=CC=C(F)C6)=NC=C4N=C3O)C2=CC=C1
801,FC1=CC(NC(=O)NC2=CC=C(NC(=O)C3=C4N(N=CN=C4N)C=C3)C=C2)=CC=C1
802,O(C1=CC(C=2N=C(N3C(=NC=C3)C2)NC4=C(C(=O)N)C=CC=C4)=CC=C1OC)C
803,O=C(N)C1=C2N=C(NC2=CC=C1)C3=NC(NCCCN4CCN(CC4)C)=CC=C3
804,C=1C=C(N=CC1)C=2N=C(C3=CC=C(C=C3)C(N)=O)NC2C4=CC5=C(C=C4)OCCO5
805,C1=C(C=2C=CC=CC2)C(=NC=3C1=CN=C(SC)N3)C=4C=CC(=CC4)CN5CCC(CC5)C(=O)N
806,N1(C=2C3=C(NN=C3Br)N=CN2)CCN(C4=C(C(=CC(Cl)=C4)NCCN(C)C)C)CC1
807,FC1=CC=C(C=2N=C3N(C2C=4N=C(N=CC4)NCC(CO)(C)C)C=CN=C3CC5CC5)C=C1
808,C=1(C(=CC2=NC=NC(=C2C1)NC3=CC=C(C=C3)NC(C=4C=CC=CC4)=O)OC)OC
809,O=C(N1N=C(N)C=2C1=CC=C(C2)C=3N=NN(C3)CC4=CC=CC=C4)C5CCN(CC5)C
810,C1=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CCOC)Cl
811,C1=C(C=2C=CC=CC2)C(=NC=3C1=CN=C(N3)SC)C=4C=CC(=CC4)CNCCC5=CNC=N5
812,FC1=CC=C(C=2N=C3N(C2C=4N=C(N=CC4)NCC(CO)(C)C)C=CN=C3OCC(F)(F)F)C=C1
813,C1(CCN(C2=NC=NC=3NC=CC23)CC1)(C(NCC4=CC=C(C=C4)OC(F)(F)F)=O)N
814,ClC=1C(CNC2C(=NC3=CC4=C(N(N=C4)C(OC(C)(C)C)=O)C=C3)C(=O)C2=O)=CC=C(Cl)C1
815,FC1=CC=C(C=2N=C3N(C2C=4N=C(N=CC4)NCC(COC)(C)C)C=CN=C3C)C=C1
816,ClC1=NC=CN2C(=C(N=C21)C3=CC=C(F)C=C3)C=4N=C(N=CC4)NCC(CO)(C)C
817,C1(NC(N)=O)=CC=C2NC(/C(/C2=C1)=C\C=3NC=C(C3C)CCC(O)=O)=O
818,C1(=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)C)OC)OC
819,C=1C=2N=CN(C2C=C(OC)C1OC)C3=CC(OCC4=CC=CC=C4C(F)(F)F)=C(S3)C(=O)O
820,ClC1=CC(C(=O)C2=CC(C3=CC(OCC(N)CC=4C5=C(NC4)C=CC=C5)=CN=C3)=CC=C2N)=CC=C1
821,C=1C(=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)F)F
822,C(C=1C=CC=NC1NC=2N3C(C=C(N2)C=4C=C(C(=CC4)OC)OC)=NC=C3)(=O)N
823,O(C[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C3=CC(C4=CC=5C(C=C4)=CN=CC5)=C(N=C3)C#C
824,S1C2=NC=NC(N)=C2C(C(=O)NC3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1
825,FC1=CC=C(C=2N=C3OC=CN3C2C=4N=C(N=CC4)NC5CCN(CC5)C(=O)C)C=C1
826,S1C2=C(C3=C1N=CN=C3N)C4=C(CC2)C=C(NC(=O)NC5=CC=CC=C5)C=C4
827,O(C1=CC(C=2C3=C(N(C4CC(C4)CN5CCCC5)C2)N=CN=C3N)=CC=C1)CC6=CC=CC=C6
829,C1(NC(N)=O)=CC=C2NC(/C(/C2=C1)=C(/C)\C=3NC=C(C3)CNC(C)=O)=O
830,FC=1C(C=2N=C3N(C2C4=NC(=NC=C4)NCC(CO)(C)C)C=CN=C3OC(C)C)=CC=C(F)C1
831,C1(OC[C@H]2CNCCC2)=CN=C(C=3N=C(N(CC)C31)C=4C(N)=NON4)C#CC(O)(C)C
832,C=1(C(N)=NON1)C2=NC3=C(C#CC(O)(C)C)N=CC(=C3N2CC)OC[C@@H]4CNCCC4
833,C1=C(C=2C=CC=CC2)C(=NC=3C1=CN=C(N3)SC)C=4C=CC(=CC4)CNCCC5=NNC=N5
834,C1(Br)=C(C=2C=3C=CNC3N=CC2)SC(=C1)C(N[C@H](CN)CC4=CC=CC(=C4)F)=O
835,C=1(C(F)(F)F)C(=CC=C(NC(NC2=CC=C(OC=3C=C(C(=O)NC)N=CC3)C=C2)=O)C1)Cl
836,C=1C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)C#N
837,ClC1=CC(N2N=C(C(C=C3C(=O)N4C(=NC=5C4=CC=CC5)C(=C3C)C#N)=C2O)C)=CC=C1Cl
838,C1=CC=CC=2NC=C(C21)C[C@@H](COC=3C=NC=C(C3)C=4C=CC5=C(C4)C=CN=C5)N
839,C1=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CCCO)Cl
840,FC=1C(C=2N=C3N(C2C4=NC(=NC=C4)NCC(O)(C)C)C=CN=C3CC)=CC=C(F)C1
841,ClC1=CC(NC(=O)NC2=CC=C(C=3C4=C(SC3)C(=CN=C4N)C(=O)NC)C=C2)=CC=C1
842,ClC=1N=CC(OC[C@@H](N)CC=2C=3C(NC2)=CC=CC3)=CC1C4=CC=5C(C=C4)=CN=CC5
843,S1N=CC2=C(C3=CC=C(NC(=O)NC=4C=C(C(F)(F)F)C(F)=CC4)C=C3)C=CC=C12
844,C1=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CCO)Cl
845,C1=C(C=CC(=C1)[C@@H](NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CCO)Cl
846,FC1=C(C=C(NC(=O)CC2=CC=C(C3=C4C(NN=C4N)=CC=C3)C=C2)C=C1)C
847,O=C1N(N=C(C1=NNC2=C3C(C(=O)NNC3=O)=CC=C2)C4=CC=CC=C4)C5=CC=CC=C5
848,C=1C(=C(C(=C(F)C1)Cl)C(OC2=CC(=CN=C2N)C3=CN(N=C3)C4CCNCC4)C)Cl
849,N=1C2=C(C=C(C1)C3=CSC(=C3)C(=O)NCC(C)C)N=C(N2)C=4C=CC(=CC4)OC
851,ClC1=CC=C(C=2C(O)=C(C=C(NC3=NC(=NC=N3)N)C2)CNC(=O)C(F)(F)F)C=C1
853,S1C2=NC=NC(N)=C2C(C(=O)NC=3C=CC(NC(=O)NC=4C=C(C=C(C4)C)C)=CC3)=C1
854,O1C=2C(NC1=O)=CC=C(C2)C3=CC(OCC(N)CC=4C=5C(NC4)=CC=CC5)=CN=C3
855,O=C1N(C(N=C(C1C2=CC(=CC=C2)C)C=3C=CN=CC3)=NCC(N)CC4=CC=CC=C4)C
856,C=1C(=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)Cl)Cl
857,C=1(C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)Cl)Cl
858,O=C1N(C(N=C(C1C2=CC3=C(C=C2)C=CC=C3)C=4C=CN=CC4)=NCC(N)CC5=CC=CC=C5)C
859,O(C=1C=C(C=2C=C3C(NC(=O)C3)=CC2)C=NC1)CC(N)CC=4C=5C(NC4)=CC=CC5
