smiles,scores,ref,Method,gene
COC1CN(C)C(=O)c2cc(NC(=O)Nc3c(C)noc3C)ccc2OCC(C)N(Cc2ccc(F)cc2)CC1C,0.81,N1(N(C(C(=C1C)C(=O)NC2=CC(=C(C=C2)OC=3C=CN=C4C=C(C(=CC34)OC)OCCCN5CCN(CC5)C)F)=O)C=6C=CC=CC6)C,Generate,EGFR
COC1CN(C)C(=O)c2ccc(NC(=O)C3CCC3)cc2OCC(C)N(C(=O)c2ccccc2F)CC1C,0.81,N1=C2C(=C(C=C1)OC3=CC=C(C=C3F)NC(C=4C=C(C=CN4)C5=CC=C(C=C5)C)=O)C=C(C(=C2)OCCCN6CCN(CC6)C)OC,Generate,EGFR
CC1CCCCOC(CN(C)C(=O)C2CCCCC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1,0.82,C1=C(C=2C(=NC=NC2C=C1)NC=3C=CC(OC4=CN=C(C=C4)C)=C(C)C3)O[C@@H](C(N(CCO)C)=O)C,Generate,EGFR
CCCCCCC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.82,C1(=CC=2OC(=CC(C2C(O)=C1)=O)C=3C=CC=CC3)OCC(NCCCCCCCCC)=O,Generate,EGFR
COc1ccc(CNC(=O)CC2CCC3C(COCC(O)CN3C(=O)c3ccccc3F)O2)cc1,0.81,C1=2C(=NC=NC1=CC(=C(C2)OC[C@H](CN3CCOCC3)O)OC)NC4=CC(Cl)=C(C=C4)F,Generate,EGFR
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(=O)O)cc1,0.83,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC(O)=O)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,Generate,EGFR
CCCNC(=O)CC1CC2c3cc(NC(=O)c4cccnc4)ccc3OC2C(CO)O1,0.8,C1(=CC=2OC(=CC(C2C(O)=C1)=O)C=3C=CC=CC3)OCC(NCCCCCCCCC)=O,Generate,EGFR
CC1CN(C(C)CO)C(=O)c2cc(NC(=O)c3cccnc3)ccc2OC1CN(C)Cc1ccc(C(=O)O)cc1,0.81,C1=C(C=2C(=NC=NC2C=C1)NC=3C=CC(OCC4=NC=CC=C4)=C(Cl)C3)O[C@@H](C)CN(C)C(=O)CO,Generate,EGFR
CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1ccccn1)C(C)CO2,0.81,N1=C2C(=C(C=C1)OC3=CC=C(C=C3F)NC(C=4C=C(C=CN4)C5=CC=C(C=C5)C)=O)C=C(C(=C2)OCCCN6CCN(CC6)C)OC,Generate,EGFR
COc1ccc2nc(C#N)nc(Nc3ccc(Cl)cc3)c2c1,0.89,C=1(C2=C(C=CC(=C2)OC)N=CN1)NC3=CC(Br)=CC=C3,Generate,EGFR
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(=O)O)cc1,0.83,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC(O)=O)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,Generate,EGFR
COc1ccccc1C=C1C(=O)Nc2ccc(-c3ccc(C(=O)NCCCN4CCOCC4)cc3)cc21,0.97,FC1=CC=2/C(=C/C=3NC(=C(C3C)C(=O)NC[C@H](O)CN4CCOCC4)C)/C(=O)NC2C=C1,Generate,EGFR
Cc1nc(=O)n(-c2ccc(Cl)cc2)c(-c2ccccc2)c1C(=O)NCCCNC(=O)Cc1ccccc1,0.83,N1(C=2N=C(NCCCCCC(O)=O)N=CC2C=C(C1=O)C=3C(Cl)=CC=CC3Cl)C,Generate,EGFR
COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)CN5CCOCC5)ccc4OC3C(CO)O2)cc1,0.86,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,Generate,EGFR
CCCN1CC(C)C(OC)CN(C)C(=O)c2cc(NC(=O)c3ccncc3)ccc2OCC1C,0.83,N1=C2C(=C(C=C1)OC3=CC=C(C=C3F)NC(C=4C=C(C=CN4)C5=CC=C(C=C5)C)=O)C=C(C(=C2)OCCCN6CCN(CC6)C)OC,Generate,EGFR
Cc1ccc(CNC(=O)CC2CCC3C(COCC(O)CN3C(=O)Nc3ccc(C(F)(F)F)cc3)O2)cc1,0.81,N1(CCC(CC1)CCO)C(=O)NC2=CC3=C(N=CN=C3C=C2O[C@@H]4COCC4)NC=5C=C(C(=CC5)F)Cl,Generate,EGFR
CC1CCCCOC(CN(C)C(=O)CCNC(=O)c2ccccc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.85,C1=C(C=2C(=NC=NC2C=C1)NC=3C=CC(OC4=CN=C(C=C4)C)=C(C)C3)O[C@@H](C(N(CCO)C)=O)C,Generate,EGFR
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.65,C=1C=CC=C(C1NC(C2=CC=CN=C2)=O)N,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2,0.55,C=1C=C(C2=CC(=O)NC(CCCCCC(NC=3C=4C(C=CC3)=CC=CC4N)=O)=N2)C=CC1C5=CC=CC=C5,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.74,C(C=1C2=C(NC1)C=CC=C2)CN3C([C@@H](NC([C@@H](N(C(CCN(C(C3)=O)CC(C)C)=O)C)C)=O)CCCCCC(CC)=O)=O,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.74,C(C=1C2=C(NC1)C=CC=C2)CN3C([C@@H](NC([C@@H](N(C(CCN(C(C3)=O)CC(C)C)=O)C)C)=O)CCCCCC(CC)=O)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.64,S(=O)(=O)(N1CCN(CC1)C2=NC=C(C=N2)C(O)=NO)C3=CC=4C(C=C3)=CC=CC4,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2,0.55,C=1C=C(C2=CC(=O)NC(CCCCCC(NC=3C=4C(C=CC3)=CC=CC4N)=O)=N2)C=CC1C5=CC=CC=C5,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.64,S(=O)(=O)(N1CCN(CC1)C2=NC=C(C=N2)C(O)=NO)C3=CC=4C(C=C3)=CC=CC4,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.64,S(=O)(=O)(N1CCN(CC1)C2=NC=C(C=N2)C(O)=NO)C3=CC=4C(C=C3)=CC=CC4,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2,0.55,C=1C=C(C2=CC(=O)NC(CCCCCC(NC=3C=4C(C=CC3)=CC=CC4N)=O)=N2)C=CC1C5=CC=CC=C5,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.64,S(=O)(=O)(N1CCN(CC1)C2=NC=C(C=N2)C(O)=NO)C3=CC=4C(C=C3)=CC=CC4,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.64,S(=O)(=O)(N1CCN(CC1)C2=NC=C(C=N2)C(O)=NO)C3=CC=4C(C=C3)=CC=CC4,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.62,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Euclidean,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Euclidean,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Euclidean,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.66,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Euclidean,HDAC1
