,Knock-out Genes,Modal Similarity,The Most Similar Inhibitors,Metric,Scores,Searched Mols
111,AKT1,0.90,C12(CN(C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)CCC1)OC=4C=CC(=CC4C(C2)=O)O,MACCS,0.77,CCS(=O)(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N4CCN(C)CC4)CC[C@@H]3N(C)C(=O)c2c1
112,AKT1,0.84,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,MACCS,0.77,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
113,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
114,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
115,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
116,AKT1,0.92,C(=O)(NC=1C=2C(C(=CC1)OCCN3CCOCC3)=CC=CC2)NC4=CC(=NN4C5=CC=C(C=C5)C)C(C)(C)C,MACCS,0.71,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
117,AKT1,0.92,C(=O)(NC=1C=2C(C(=CC1)OCCN3CCOCC3)=CC=CC2)NC4=CC(=NN4C5=CC=C(C=C5)C)C(C)(C)C,MACCS,0.71,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
118,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
119,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
120,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
121,AKT1,0.87,BrC1=C(N=C2N=CC(=C(O)C2=C1C)C(=O)O)N3CC(NC)CC3,MACCS,0.79,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
122,AKT1,0.85,O=C1N(C(=O)C2=C3C1=CC=C(NCCCC)C3=CC=C2)CCNCCO,MACCS,0.55,CCCCC/C=CC/C=CC/C=CC/C=CCCCC(=O)NCC(=O)O
123,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
124,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
125,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
126,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
127,AKT1,0.92,C(=O)(NC=1C=2C(C(=CC1)OCCN3CCOCC3)=CC=CC2)NC4=CC(=NN4C5=CC=C(C=C5)C)C(C)(C)C,MACCS,0.71,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
128,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
129,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
130,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
131,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
132,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
133,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
134,AKT1,0.85,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,MACCS,0.76,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
135,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
136,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
137,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
138,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
139,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
140,AKT1,0.84,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,MACCS,0.77,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
141,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
142,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
143,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
144,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
145,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
146,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
147,AKT1,0.86,S1C=2C(=C(C3=CC=C(S(=O)(=O)C)C=C3)C=NC2)C=C1C(=O)N,MACCS,0.60,Cc1noc(C)c1C(c2ccccc2)S(=O)(=O)c3ccc(C)cc3
148,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
149,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
150,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
151,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
152,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
153,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
154,AKT1,0.87,BrC1=C(N=C2N=CC(=C(O)C2=C1C)C(=O)O)N3CC(NC)CC3,MACCS,0.79,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
155,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
156,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
157,AKT1,0.85,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,MACCS,0.76,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
158,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
159,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
160,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
161,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
162,AKT1,0.82,[N+]=12C(=C3NC=4C=CC=CC4C3=CC1)C(=O)C=5C2=CC=CC5,MACCS,0.64,OC(c1cnc2ccccn12)(c1ccccc1)c1ccccc1
163,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
164,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
165,AKT1,0.82,[N+]=12C(=C3NC=4C=CC=CC4C3=CC1)C(=O)C=5C2=CC=CC5,MACCS,0.64,OC(c1cnc2ccccn12)(c1ccccc1)c1ccccc1
166,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
167,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
168,AKT1,0.86,S1C=2C(=C(C3=CC=C(S(=O)(=O)C)C=C3)C=NC2)C=C1C(=O)N,MACCS,0.60,Cc1noc(C)c1C(c2ccccc2)S(=O)(=O)c3ccc(C)cc3
169,AKT1,0.92,C(=O)(NC=1C=2C(C(=CC1)OCCN3CCOCC3)=CC=CC2)NC4=CC(=NN4C5=CC=C(C=C5)C)C(C)(C)C,MACCS,0.71,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
170,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
171,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
172,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
173,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
174,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
175,AKT1,0.87,BrC1=C(N=C2N=CC(=C(O)C2=C1C)C(=O)O)N3CC(NC)CC3,MACCS,0.79,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
176,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
177,AKT1,0.86,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,MACCS,0.77,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2OC[C@@H](C)NC[C@@H]1C
178,AKT1,0.85,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,MACCS,0.76,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
179,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
180,AKT1,0.84,C1=CC=C2C(=C1)C=CC(N3C(=NN=C3C=4C=CN=CC4)S)=C2,MACCS,0.80,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
181,AKT1,0.85,O=C1N(C(=O)C2=C3C1=CC=C(NCCCC)C3=CC=C2)CCNCCO,MACCS,0.55,CCCCC/C=CC/C=CC/C=CC/C=CCCCC(=O)NCC(=O)O
182,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
183,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
184,AKT1,0.86,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,MACCS,0.77,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2OC[C@@H](C)NC[C@@H]1C
185,AKT1,0.90,C12(CN(C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)CCC1)OC=4C=CC(=CC4C(C2)=O)O,MACCS,0.77,CCS(=O)(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N4CCN(C)CC4)CC[C@@H]3N(C)C(=O)c2c1
186,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
187,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
188,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
189,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
190,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
191,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
192,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
193,AKT1,0.00,BrC1=CC=2C(=NNC2C=C1)C3=CC=CC=C3,MACCS,0.76,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
194,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
195,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
196,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,MACCS,0.77,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
197,AKT1,0.90,C12(CN(C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)CCC1)OC=4C=CC(=CC4C(C2)=O)O,MACCS,0.77,CCS(=O)(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N4CCN(C)CC4)CC[C@@H]3N(C)C(=O)c2c1
198,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
199,AKT1,0.88,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)C(=O)N,MACCS,0.67,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
200,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,Morgan,0.31,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
201,AKT1,0.88,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,Morgan,0.17,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
202,AKT1,0.84,S1C=2N=CN=C(N)C2C(C3=CC=C(NC(=O)NC4=CC=CC=C4)C=C3)=C1,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
203,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,Morgan,0.31,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
204,AKT1,0.80,ClC=1C(OC)=CC(OC)=C(NC2=NN3C(=NN=C3C=C2)C=4C=CC=CC4)C1,Morgan,0.27,COc1ccc(cc1OC2CCOC2)C3=Nn4c(nnc4SC3)c5ccccc5OC
205,AKT1,0.00,C1(=C(C(=C2NC(=NC2=C1Br)N(C)C)Br)Br)Br,Morgan,0.42,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
206,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,Morgan,0.31,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
207,AKT1,0.85,C12(CN(C[C@@H](CN(C3CCCCC3)S(C=4C(=NOC4C)C)(=O)=O)O)CCC1)OC=5C=CC(=CC5C(C2)=O)O,Morgan,0.20,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
208,AKT1,0.84,ClC1=CC(CNC2C(=NC=3C=CN=CC3)C(=O)C2=O)=CC=C1Cl,Morgan,0.22,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
209,AKT1,0.85,C1=C(C2=NN=C(O2)SCC=3C=CC(=CC3)C4=CC=C(C=C4)C#N)C=CC5=C1OCO5,Morgan,0.31,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
210,AKT1,0.84,S1C=2N=CN=C(N)C2C(C3=CC=C(NC(=O)NC4=CC=CC=C4)C=C3)=C1,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
211,AKT1,0.90,C1(=CC=C2C(=C1)C(=C(N2)O)C=C3CC(=C(C3=C)C(N4CCN(CC4)C)=O)C)S(=O)(N(C)C5=CC(=CC=C5)Cl)=O,Morgan,0.20,CCS(=O)(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N4CCN(C)CC4)CC[C@@H]3N(C)C(=O)c2c1
212,AKT1,0.84,ClC1=CC(CNC2C(=NC=3C=CN=CC3)C(=O)C2=O)=CC=C1Cl,Morgan,0.22,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
213,AKT1,0.00,C1(=C(C(=C2NC(=NC2=C1Br)N(C)C)Br)Br)Br,Morgan,0.42,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
214,AKT1,0.84,S1C=2N=CN=C(N)C2C(C3=CC=C(NC(=O)NC4=CC=CC=C4)C=C3)=C1,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
215,AKT1,0.00,C1(=C(C(=C2NC(=NC2=C1Br)N(C)C)Br)Br)Br,Morgan,0.42,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
216,AKT1,0.92,C(C=1C=C(C(=NC1)C2=CC=C(C=C2)C3(CCC3)N)C=4C=CC=CC4)(=O)N,Morgan,0.29,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
217,AKT1,0.92,C(C=1C=C(C(=NC1)C2=CC=C(C=C2)C3(CCC3)N)C=4C=CC=CC4)(=O)N,Morgan,0.29,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
218,AKT1,0.84,S1C=2N=CN=C(N)C2C(C3=CC=C(NC(=O)NC4=CC=CC=C4)C=C3)=C1,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
219,AKT1,0.00,C1(=C(C(=C2NC(=NC2=C1Br)N(C)C)Br)Br)Br,Morgan,0.42,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
220,AKT1,0.00,C1(=C(C(=C2NC(=NC2=C1Br)N(C)C)Br)Br)Br,Morgan,0.42,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
221,AKT1,0.87,S1C=2N(C=3C(C(=O)C2C(=O)O)=CC(F)=C(N4CC(N)CC4)C3F)C(C1)C,Morgan,0.32,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
222,AKT1,0.85,C=1C(S(NC=2SC=NN2)(=O)=O)=CC=C(NC(=O)CCCCCCCCC)C1,Morgan,0.15,CCCCC/C=CC/C=CC/C=CC/C=CCCCC(=O)NCC(=O)O
223,AKT1,0.84,S1C=2N=CN=C(N)C2C(C3=CC=C(NC(=O)NC4=CC=CC=C4)C=C3)=C1,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
